year,rgn_id,stock_key,licenses,catch,island,mus,family,species
2016,2,S.N. spearfish_PMUS,26,3601,Maui County,PMUS,Istiophoridae,S.N. spearfish
2016,2,S.N. spearfish_PMUS,6,212,Penguin Bank,PMUS,Istiophoridae,S.N. spearfish
2012,2,Sailfish_PMUS,3,100,Maui County,PMUS,Istiophoridae,Sailfish
2013,2,Sailfish_PMUS,4,225,Maui County,PMUS,Istiophoridae,Sailfish
2016,2,Sailfish_PMUS,4,148,Maui County,PMUS,Istiophoridae,Sailfish
2012,2,Striped marlin_PMUS,21,2862,Maui County,PMUS,Istiophoridae,Striped marlin
2012,2,Striped marlin_PMUS,10,686,Penguin Bank,PMUS,Istiophoridae,Striped marlin
2013,2,Striped marlin_PMUS,14,1116,Maui County,PMUS,Istiophoridae,Striped marlin
2014,2,Striped marlin_PMUS,26,3567,Maui County,PMUS,Istiophoridae,Striped marlin
2014,2,Striped marlin_PMUS,7,371,Penguin Bank,PMUS,Istiophoridae,Striped marlin
2015,2,Striped marlin_PMUS,11,1283,Maui County,PMUS,Istiophoridae,Striped marlin
2015,2,Striped marlin_PMUS,4,356,Penguin Bank,PMUS,Istiophoridae,Striped marlin
2016,2,Striped marlin_PMUS,18,2593,Maui County,PMUS,Istiophoridae,Striped marlin
2016,2,Striped marlin_PMUS,4,354,Penguin Bank,PMUS,Istiophoridae,Striped marlin
2012,2,Tombo_PMUS,3,213,Maui County,PMUS,Scombridae,Tombo
2014,2,Tombo_PMUS,3,408,Maui County,PMUS,Scombridae,Tombo
2012,2,Tuna-misc._PMUS,12,274,Maui County,PMUS,Scombridae,Tuna-misc.
2012,2,Tuna-misc._PMUS,10,303,Penguin Bank,PMUS,Scombridae,Tuna-misc.
2013,2,Tuna-misc._PMUS,10,215,Maui County,PMUS,Scombridae,Tuna-misc.
2013,2,Tuna-misc._PMUS,10,157,Penguin Bank,PMUS,Scombridae,Tuna-misc.
2014,2,Tuna-misc._PMUS,8,100,Maui County,PMUS,Scombridae,Tuna-misc.
2014,2,Tuna-misc._PMUS,15,438,Penguin Bank,PMUS,Scombridae,Tuna-misc.
2015,2,Tuna-misc._PMUS,5,106,Maui County,PMUS,Scombridae,Tuna-misc.
2015,2,Tuna-misc._PMUS,7,177,Penguin Bank,PMUS,Scombridae,Tuna-misc.
2016,2,Tuna-misc._PMUS,7,200,Maui County,PMUS,Scombridae,Tuna-misc.
2016,2,Tuna-misc._PMUS,13,327,Penguin Bank,PMUS,Scombridae,Tuna-misc.
2012,2,Walu_PMUS,3,99,Maui County,PMUS,Exocoetidae,Walu
2013,2,Walu_PMUS,3,443,Maui County,PMUS,Exocoetidae,Walu
2015,2,Walu_PMUS,4,141,Maui County,PMUS,Exocoetidae,Walu
2012,2,Yellowfin tuna_PMUS,167,209498,Maui County,PMUS,Scombridae,Yellowfin tuna
2012,2,Yellowfin tuna_PMUS,47,5717,Penguin Bank,PMUS,Scombridae,Yellowfin tuna
2013,2,Yellowfin tuna_PMUS,126,106959,Maui County,PMUS,Scombridae,Yellowfin tuna
2013,2,Yellowfin tuna_PMUS,49,5198,Penguin Bank,PMUS,Scombridae,Yellowfin tuna
2014,2,Yellowfin tuna_PMUS,141,139654,Maui County,PMUS,Scombridae,Yellowfin tuna
2014,2,Yellowfin tuna_PMUS,39,4130,Penguin Bank,PMUS,Scombridae,Yellowfin tuna
2015,2,Yellowfin tuna_PMUS,117,133641,Maui County,PMUS,Scombridae,Yellowfin tuna
2015,2,Yellowfin tuna_PMUS,30,3850,Penguin Bank,PMUS,Scombridae,Yellowfin tuna
2016,2,Yellowfin tuna_PMUS,112,134253,Maui County,PMUS,Scombridae,Yellowfin tuna
2016,2,Yellowfin tuna_PMUS,23,2670,Penguin Bank,PMUS,Scombridae,Yellowfin tuna
2014,3,Butaguchi ulua_BMUS,4,148,Oahu,BMUS,Carangidae,Butaguchi ulua
2015,3,Butaguchi ulua_BMUS,5,48,Oahu,BMUS,Carangidae,Butaguchi ulua
2012,3,Ehu_BMUS,50,1688,Oahu,BMUS,Lutjanidae,Ehu
2013,3,Ehu_BMUS,46,1239,Oahu,BMUS,Lutjanidae,Ehu
2014,3,Ehu_BMUS,40,1520,Oahu,BMUS,Lutjanidae,Ehu
2015,3,Ehu_BMUS,44,2204,Oahu,BMUS,Lutjanidae,Ehu
2016,3,Ehu_BMUS,44,1974,Oahu,BMUS,Lutjanidae,Ehu
2012,3,Gindai_BMUS,24,153,Oahu,BMUS,Lutjanidae,Gindai
2013,3,Gindai_BMUS,19,103,Oahu,BMUS,Lutjanidae,Gindai
2014,3,Gindai_BMUS,18,73,Oahu,BMUS,Lutjanidae,Gindai
2015,3,Gindai_BMUS,16,158,Oahu,BMUS,Lutjanidae,Gindai
2016,3,Gindai_BMUS,22,177,Oahu,BMUS,Lutjanidae,Gindai
2012,3,Gunkan ulua_BMUS,6,194,Oahu,BMUS,Carangidae,Gunkan ulua
2012,3,Hapuupuu_BMUS,19,500,Oahu,BMUS,Serranidae,Hapuupuu
2013,3,Hapuupuu_BMUS,24,398,Oahu,BMUS,Serranidae,Hapuupuu
2014,3,Hapuupuu_BMUS,21,450,Oahu,BMUS,Serranidae,Hapuupuu
2015,3,Hapuupuu_BMUS,22,803,Oahu,BMUS,Serranidae,Hapuupuu
2016,3,Hapuupuu_BMUS,21,625,Oahu,BMUS,Serranidae,Hapuupuu
2012,3,Kahala_BMUS,36,3901,Oahu,BMUS,Carangidae,Kahala
2013,3,Kahala_BMUS,36,2798,Oahu,BMUS,Carangidae,Kahala
2014,3,Kahala_BMUS,36,4912,Oahu,BMUS,Carangidae,Kahala
2015,3,Kahala_BMUS,42,4182,Oahu,BMUS,Carangidae,Kahala
2016,3,Kahala_BMUS,38,2440,Oahu,BMUS,Carangidae,Kahala
2012,3,Kalekale_BMUS,24,305,Oahu,BMUS,Lutjanidae,Kalekale
2013,3,Kalekale_BMUS,28,406,Oahu,BMUS,Lutjanidae,Kalekale
2014,3,Kalekale_BMUS,26,848,Oahu,BMUS,Lutjanidae,Kalekale
2015,3,Kalekale_BMUS,29,890,Oahu,BMUS,Lutjanidae,Kalekale
2016,3,Kalekale_BMUS,25,614,Oahu,BMUS,Lutjanidae,Kalekale
2012,3,Lehi_BMUS,4,78,Oahu,BMUS,Lutjanidae,Lehi
2013,3,Lehi_BMUS,8,116,Oahu,BMUS,Lutjanidae,Lehi
2014,3,Lehi_BMUS,7,265,Oahu,BMUS,Lutjanidae,Lehi
2015,3,Lehi_BMUS,3,40,Oahu,BMUS,Lutjanidae,Lehi
2016,3,Lehi_BMUS,8,70,Oahu,BMUS,Lutjanidae,Lehi
2012,3,Onaga_BMUS,46,3148,Oahu,BMUS,Lutjanidae,Onaga
2013,3,Onaga_BMUS,40,3429,Oahu,BMUS,Lutjanidae,Onaga
2014,3,Onaga_BMUS,42,4758,Oahu,BMUS,Lutjanidae,Onaga
2015,3,Onaga_BMUS,36,3424,Oahu,BMUS,Lutjanidae,Onaga
2016,3,Onaga_BMUS,36,3843,Oahu,BMUS,Lutjanidae,Onaga
2012,3,Opakapaka_BMUS,50,5630,Oahu,BMUS,Lutjanidae,Opakapaka
2013,3,Opakapaka_BMUS,50,9003,Oahu,BMUS,Lutjanidae,Opakapaka
2014,3,Opakapaka_BMUS,47,17850,Oahu,BMUS,Lutjanidae,Opakapaka
2015,3,Opakapaka_BMUS,44,11109,Oahu,BMUS,Lutjanidae,Opakapaka
2016,3,Opakapaka_BMUS,46,9178,Oahu,BMUS,Lutjanidae,Opakapaka
2012,3,Taape_BMUS,85,11731,Oahu,BMUS,Lutjanidae,Taape
2013,3,Taape_BMUS,75,16488,Oahu,BMUS,Lutjanidae,Taape
2014,3,Taape_BMUS,90,16895,Oahu,BMUS,Lutjanidae,Taape
2015,3,Taape_BMUS,77,19387,Oahu,BMUS,Lutjanidae,Taape
2016,3,Taape_BMUS,65,26832,Oahu,BMUS,Lutjanidae,Taape
2012,3,Uku_BMUS,75,7908,Oahu,BMUS,Lutjanidae,Uku
2013,3,Uku_BMUS,76,6848,Oahu,BMUS,Lutjanidae,Uku
2014,3,Uku_BMUS,88,7204,Oahu,BMUS,Lutjanidae,Uku
2015,3,Uku_BMUS,98,8370,Oahu,BMUS,Lutjanidae,Uku
2016,3,Uku_BMUS,59,7355,Oahu,BMUS,Lutjanidae,Uku
2012,3,White ulua_BMUS,76,7980,Oahu,BMUS,Carangidae,White ulua
2013,3,White ulua_BMUS,66,5749,Oahu,BMUS,Carangidae,White ulua
2014,3,White ulua_BMUS,53,3725,Oahu,BMUS,Carangidae,White ulua
2015,3,White ulua_BMUS,57,4304,Oahu,BMUS,Carangidae,White ulua
2016,3,White ulua_BMUS,48,1918,Oahu,BMUS,Carangidae,White ulua
2012,3,Aawa_CHCR,41,1701,Oahu,CHCR,Labridae,Aawa
2013,3,Aawa_CHCR,45,1465,Oahu,CHCR,Labridae,Aawa
2014,3,Aawa_CHCR,49,1594,Oahu,CHCR,Labridae,Aawa
2015,3,Aawa_CHCR,39,1160,Oahu,CHCR,Labridae,Aawa
2016,3,Aawa_CHCR,30,1260,Oahu,CHCR,Labridae,Aawa
2012,3,Aholehole_CHCR,19,728,Oahu,CHCR,Kuhliidae,Aholehole
2013,3,Aholehole_CHCR,19,1245,Oahu,CHCR,Kuhliidae,Aholehole
2014,3,Aholehole_CHCR,19,554,Oahu,CHCR,Kuhliidae,Aholehole
2015,3,Aholehole_CHCR,17,3748,Oahu,CHCR,Kuhliidae,Aholehole
2016,3,Aholehole_CHCR,15,760,Oahu,CHCR,Kuhliidae,Aholehole
2012,3,Akule_CHCR,87,180677,Oahu,CHCR,Carangidae,Akule
2013,3,Akule_CHCR,88,154330,Oahu,CHCR,Carangidae,Akule
2014,3,Akule_CHCR,83,171809,Oahu,CHCR,Carangidae,Akule
2015,3,Akule_CHCR,86,290588,Oahu,CHCR,Carangidae,Akule
2016,3,Akule_CHCR,70,206894,Oahu,CHCR,Carangidae,Akule
2012,3,Alaihe_CHCR,21,390,Oahu,CHCR,Holocentridae,Alaihe
2013,3,Alaihe_CHCR,25,368,Oahu,CHCR,Holocentridae,Alaihe
2014,3,Alaihe_CHCR,17,246,Oahu,CHCR,Holocentridae,Alaihe
2015,3,Alaihe_CHCR,5,74,Oahu,CHCR,Holocentridae,Alaihe
2016,3,Alaihe_CHCR,5,27,Oahu,CHCR,Holocentridae,Alaihe
2012,3,Amaama_CHCR,11,7048,Oahu,CHCR,Mugilidae,Amaama
2013,3,Amaama_CHCR,10,5708,Oahu,CHCR,Mugilidae,Amaama
2014,3,Amaama_CHCR,13,3754,Oahu,CHCR,Mugilidae,Amaama
2015,3,Amaama_CHCR,9,3947,Oahu,CHCR,Mugilidae,Amaama
2016,3,Amaama_CHCR,5,2379,Oahu,CHCR,Mugilidae,Amaama
2012,3,Api_CHCR,4,64,Oahu,CHCR,Acanthuridae,Api
2013,3,Api_CHCR,4,84,Oahu,CHCR,Acanthuridae,Api
2012,3,Aweoweo_CHCR,37,843,Oahu,CHCR,Priacanthidae,Aweoweo
2013,3,Aweoweo_CHCR,48,1764,Oahu,CHCR,Priacanthidae,Aweoweo
2014,3,Aweoweo_CHCR,50,1700,Oahu,CHCR,Priacanthidae,Aweoweo
2015,3,Aweoweo_CHCR,47,2274,Oahu,CHCR,Priacanthidae,Aweoweo
2016,3,Aweoweo_CHCR,35,1556,Oahu,CHCR,Priacanthidae,Aweoweo
2012,3,Hahalalu_CHCR,32,9652,Oahu,CHCR,Carangidae,Hahalalu
2013,3,Hahalalu_CHCR,30,20957,Oahu,CHCR,Carangidae,Hahalalu
2014,3,Hahalalu_CHCR,28,37057,Oahu,CHCR,Carangidae,Hahalalu
2015,3,Hahalalu_CHCR,16,6474,Oahu,CHCR,Carangidae,Hahalalu
2016,3,Hahalalu_CHCR,17,13524,Oahu,CHCR,Carangidae,Hahalalu
2012,3,Humuhumu_CHCR,11,725,Oahu,CHCR,Balistidae,Humuhumu
2013,3,Humuhumu_CHCR,15,618,Oahu,CHCR,Balistidae,Humuhumu
2014,3,Humuhumu_CHCR,8,460,Oahu,CHCR,Balistidae,Humuhumu
2015,3,Humuhumu_CHCR,4,416,Oahu,CHCR,Balistidae,Humuhumu
2016,3,Humuhumu_CHCR,5,387,Oahu,CHCR,Balistidae,Humuhumu
2012,3,Kagami ulua_CHCR,6,89,Oahu,CHCR,Carangidae,Kagami ulua
2013,3,Kagami ulua_CHCR,4,18,Oahu,CHCR,Carangidae,Kagami ulua
2014,3,Kagami ulua_CHCR,8,74,Oahu,CHCR,Carangidae,Kagami ulua
2015,3,Kagami ulua_CHCR,7,98,Oahu,CHCR,Carangidae,Kagami ulua
2016,3,Kagami ulua_CHCR,6,34,Oahu,CHCR,Carangidae,Kagami ulua
2012,3,Kaku_CHCR,45,1037,Oahu,CHCR,Sphyraenidae,Kaku
2013,3,Kaku_CHCR,45,520,Oahu,CHCR,Sphyraenidae,Kaku
2014,3,Kaku_CHCR,30,569,Oahu,CHCR,Sphyraenidae,Kaku
2015,3,Kaku_CHCR,35,438,Oahu,CHCR,Sphyraenidae,Kaku
2016,3,Kaku_CHCR,20,214,Oahu,CHCR,Sphyraenidae,Kaku
2012,3,Kala_CHCR,40,35166,Oahu,CHCR,Acanthuridae,Kala
2013,3,Kala_CHCR,39,24982,Oahu,CHCR,Acanthuridae,Kala
2014,3,Kala_CHCR,37,24676,Oahu,CHCR,Acanthuridae,Kala
2015,3,Kala_CHCR,23,16625,Oahu,CHCR,Acanthuridae,Kala
2016,3,Kala_CHCR,24,12640,Oahu,CHCR,Acanthuridae,Kala
2012,3,Kawelea_CHCR,31,1548,Oahu,CHCR,Sphyraenidae,Kawelea
2013,3,Kawelea_CHCR,29,1126,Oahu,CHCR,Sphyraenidae,Kawelea
2014,3,Kawelea_CHCR,29,549,Oahu,CHCR,Sphyraenidae,Kawelea
2015,3,Kawelea_CHCR,24,1251,Oahu,CHCR,Sphyraenidae,Kawelea
2016,3,Kawelea_CHCR,16,512,Oahu,CHCR,Sphyraenidae,Kawelea
2012,3,Kole_CHCR,8,65,Oahu,CHCR,Acanthuridae,Kole
2013,3,Kole_CHCR,12,346,Oahu,CHCR,Acanthuridae,Kole
2014,3,Kole_CHCR,7,660,Oahu,CHCR,Acanthuridae,Kole
2015,3,Kole_CHCR,10,291,Oahu,CHCR,Acanthuridae,Kole
2016,3,Kole_CHCR,3,128,Oahu,CHCR,Acanthuridae,Kole
2012,3,Kumu_CHCR,52,5512,Oahu,CHCR,Mullidae,Kumu
2013,3,Kumu_CHCR,62,5069,Oahu,CHCR,Mullidae,Kumu
2014,3,Kumu_CHCR,56,3351,Oahu,CHCR,Mullidae,Kumu
2015,3,Kumu_CHCR,46,1955,Oahu,CHCR,Mullidae,Kumu
2016,3,Kumu_CHCR,31,835,Oahu,CHCR,Mullidae,Kumu
2012,3,Kupoupou_CHCR,5,17,Oahu,CHCR,Labridae,Kupoupou
2013,3,Kupoupou_CHCR,6,12,Oahu,CHCR,Labridae,Kupoupou
2014,3,Kupoupou_CHCR,5,10,Oahu,CHCR,Labridae,Kupoupou
2015,3,Kupoupou_CHCR,3,6,Oahu,CHCR,Labridae,Kupoupou
2012,3,Laenihi_CHCR,22,578,Oahu,CHCR,Labridae,Laenihi
2013,3,Laenihi_CHCR,16,256,Oahu,CHCR,Labridae,Laenihi
2014,3,Laenihi_CHCR,21,581,Oahu,CHCR,Labridae,Laenihi
2015,3,Laenihi_CHCR,20,226,Oahu,CHCR,Labridae,Laenihi
2016,3,Laenihi_CHCR,17,628,Oahu,CHCR,Labridae,Laenihi
2012,3,Maiko_CHCR,19,2047,Oahu,CHCR,Acanthuridae,Maiko
2013,3,Maiko_CHCR,23,3437,Oahu,CHCR,Acanthuridae,Maiko
2014,3,Maiko_CHCR,13,1229,Oahu,CHCR,Acanthuridae,Maiko
2015,3,Maiko_CHCR,10,350,Oahu,CHCR,Acanthuridae,Maiko
2016,3,Maiko_CHCR,8,909,Oahu,CHCR,Acanthuridae,Maiko
2012,3,Malu_CHCR,23,279,Oahu,CHCR,Mullidae,Malu
2013,3,Malu_CHCR,26,261,Oahu,CHCR,Mullidae,Malu
2014,3,Malu_CHCR,22,208,Oahu,CHCR,Mullidae,Malu
2015,3,Malu_CHCR,17,90,Oahu,CHCR,Mullidae,Malu
2016,3,Malu_CHCR,8,18,Oahu,CHCR,Mullidae,Malu
2012,3,Manini_CHCR,40,8512,Oahu,CHCR,Acanthuridae,Manini
2013,3,Manini_CHCR,43,9192,Oahu,CHCR,Acanthuridae,Manini
2014,3,Manini_CHCR,34,7632,Oahu,CHCR,Acanthuridae,Manini
2015,3,Manini_CHCR,35,6173,Oahu,CHCR,Acanthuridae,Manini
2016,3,Manini_CHCR,25,5061,Oahu,CHCR,Acanthuridae,Manini
2012,3,Menpachi_CHCR,85,13763,Oahu,CHCR,Holocentridae,Menpachi
2013,3,Menpachi_CHCR,84,16521,Oahu,CHCR,Holocentridae,Menpachi
2014,3,Menpachi_CHCR,88,12475,Oahu,CHCR,Holocentridae,Menpachi
2015,3,Menpachi_CHCR,72,12904,Oahu,CHCR,Holocentridae,Menpachi
2016,3,Menpachi_CHCR,59,13679,Oahu,CHCR,Holocentridae,Menpachi
2012,3,Moana_CHCR,62,1198,Oahu,CHCR,Mullidae,Moana
2013,3,Moana_CHCR,67,1644,Oahu,CHCR,Mullidae,Moana
2014,3,Moana_CHCR,58,1243,Oahu,CHCR,Mullidae,Moana
2015,3,Moana_CHCR,54,609,Oahu,CHCR,Mullidae,Moana
2016,3,Moana_CHCR,38,447,Oahu,CHCR,Mullidae,Moana
2012,3,Moana kale_CHCR,43,507,Oahu,CHCR,Mullidae,Moana kale
2013,3,Moana kale_CHCR,49,599,Oahu,CHCR,Mullidae,Moana kale
2014,3,Moana kale_CHCR,52,1433,Oahu,CHCR,Mullidae,Moana kale
2015,3,Moana kale_CHCR,46,529,Oahu,CHCR,Mullidae,Moana kale
2016,3,Moana kale_CHCR,38,569,Oahu,CHCR,Mullidae,Moana kale
2012,3,Moi_CHCR,10,156,Oahu,CHCR,Polynemidae,Moi
2013,3,Moi_CHCR,8,44,Oahu,CHCR,Polynemidae,Moi
2014,3,Moi_CHCR,7,75,Oahu,CHCR,Polynemidae,Moi
2015,3,Moi_CHCR,6,89,Oahu,CHCR,Polynemidae,Moi
2016,3,Moi_CHCR,5,137,Oahu,CHCR,Polynemidae,Moi
2012,3,Munu_CHCR,23,488,Oahu,CHCR,Mullidae,Munu
2013,3,Munu_CHCR,26,485,Oahu,CHCR,Mullidae,Munu
2014,3,Munu_CHCR,26,459,Oahu,CHCR,Mullidae,Munu
2015,3,Munu_CHCR,25,208,Oahu,CHCR,Mullidae,Munu
2016,3,Munu_CHCR,14,200,Oahu,CHCR,Mullidae,Munu
2012,3,Naenae_CHCR,32,8302,Oahu,CHCR,Acanthuridae,Naenae
2013,3,Naenae_CHCR,36,7887,Oahu,CHCR,Acanthuridae,Naenae
2014,3,Naenae_CHCR,25,7965,Oahu,CHCR,Acanthuridae,Naenae
2015,3,Naenae_CHCR,22,4213,Oahu,CHCR,Acanthuridae,Naenae
2016,3,Naenae_CHCR,17,3094,Oahu,CHCR,Acanthuridae,Naenae
2012,3,Nenue_CHCR,36,22331,Oahu,CHCR,Kyphosidae,Nenue
2013,3,Nenue_CHCR,39,21214,Oahu,CHCR,Kyphosidae,Nenue
2014,3,Nenue_CHCR,30,9262,Oahu,CHCR,Kyphosidae,Nenue
2015,3,Nenue_CHCR,17,10977,Oahu,CHCR,Kyphosidae,Nenue
2016,3,Nenue_CHCR,21,5584,Oahu,CHCR,Kyphosidae,Nenue
2012,3,Opelu_CHCR,82,65136,Oahu,CHCR,Carangidae,Opelu
2013,3,Opelu_CHCR,84,76620,Oahu,CHCR,Carangidae,Opelu
2014,3,Opelu_CHCR,73,60422,Oahu,CHCR,Carangidae,Opelu
2015,3,Opelu_CHCR,50,61774,Oahu,CHCR,Carangidae,Opelu
2016,3,Opelu_CHCR,29,32071,Oahu,CHCR,Carangidae,Opelu
2012,3,Opelu kala_CHCR,22,2974,Oahu,CHCR,Acanthuridae,Opelu kala
2013,3,Opelu kala_CHCR,17,4668,Oahu,CHCR,Acanthuridae,Opelu kala
2014,3,Opelu kala_CHCR,16,1723,Oahu,CHCR,Acanthuridae,Opelu kala
2015,3,Opelu kala_CHCR,9,2676,Oahu,CHCR,Acanthuridae,Opelu kala
2016,3,Opelu kala_CHCR,3,2291,Oahu,CHCR,Acanthuridae,Opelu kala
2013,3,Pakuikui (tang)_CHCR,3,21,Oahu,CHCR,Acanthuridae,Pakuikui (tang)
2012,3,Palani_CHCR,46,30206,Oahu,CHCR,Acanthuridae,Palani
2013,3,Palani_CHCR,46,28256,Oahu,CHCR,Acanthuridae,Palani
2014,3,Palani_CHCR,46,27298,Oahu,CHCR,Acanthuridae,Palani
2015,3,Palani_CHCR,44,17107,Oahu,CHCR,Acanthuridae,Palani
2016,3,Palani_CHCR,31,19665,Oahu,CHCR,Acanthuridae,Palani
2012,3,Panuhunuhu_CHCR,10,101,Oahu,CHCR,Scaridae,Panuhunuhu
2013,3,Panuhunuhu_CHCR,14,153,Oahu,CHCR,Scaridae,Panuhunuhu
2014,3,Panuhunuhu_CHCR,12,171,Oahu,CHCR,Scaridae,Panuhunuhu
2015,3,Panuhunuhu_CHCR,13,146,Oahu,CHCR,Scaridae,Panuhunuhu
2016,3,Panuhunuhu_CHCR,4,103,Oahu,CHCR,Scaridae,Panuhunuhu
2012,3,Panunu_CHCR,8,302,Oahu,CHCR,Scaridae,Panunu
2013,3,Panunu_CHCR,10,181,Oahu,CHCR,Scaridae,Panunu
2014,3,Panunu_CHCR,9,460,Oahu,CHCR,Scaridae,Panunu
2015,3,Panunu_CHCR,8,494,Oahu,CHCR,Scaridae,Panunu
2016,3,Panunu_CHCR,6,150,Oahu,CHCR,Scaridae,Panunu
2012,3,Pualu_CHCR,22,11329,Oahu,CHCR,Acanthuridae,Pualu
2013,3,Pualu_CHCR,19,6907,Oahu,CHCR,Acanthuridae,Pualu
2014,3,Pualu_CHCR,22,4718,Oahu,CHCR,Acanthuridae,Pualu
2015,3,Pualu_CHCR,17,3787,Oahu,CHCR,Acanthuridae,Pualu
2016,3,Pualu_CHCR,11,3221,Oahu,CHCR,Acanthuridae,Pualu
2012,3,Puhi black_CHCR,7,1134,Oahu,CHCR,Muraenidae,Puhi black
2013,3,Puhi black_CHCR,4,1023,Oahu,CHCR,Muraenidae,Puhi black
2014,3,Puhi black_CHCR,3,520,Oahu,CHCR,Muraenidae,Puhi black
2015,3,Puhi black_CHCR,5,267,Oahu,CHCR,Muraenidae,Puhi black
2016,3,Puhi black_CHCR,4,434,Oahu,CHCR,Muraenidae,Puhi black
2012,3,Puhi eel-misc._CHCR,6,160,Oahu,CHCR,Muraenidae,Puhi eel-misc.
2013,3,Puhi eel-misc._CHCR,4,291,Oahu,CHCR,Muraenidae,Puhi eel-misc.
2014,3,Puhi eel-misc._CHCR,5,565,Oahu,CHCR,Muraenidae,Puhi eel-misc.
2015,3,Puhi eel-misc._CHCR,4,235,Oahu,CHCR,Muraenidae,Puhi eel-misc.
2016,3,Puhi eel-misc._CHCR,5,166,Oahu,CHCR,Muraenidae,Puhi eel-misc.
2012,3,Shark-misc._CHCR,12,2552,Oahu,CHCR,Carcharhinidae,Shark-misc.
2013,3,Shark-misc._CHCR,8,1369,Oahu,CHCR,Carcharhinidae,Shark-misc.
2014,3,Shark-misc._CHCR,7,1348,Oahu,CHCR,Carcharhinidae,Shark-misc.
2015,3,Shark-misc._CHCR,3,2069,Oahu,CHCR,Carcharhinidae,Shark-misc.
2016,3,Shark-misc._CHCR,6,2115,Oahu,CHCR,Carcharhinidae,Shark-misc.
2016,3,Summer mullet_CHCR,3,477,Oahu,CHCR,Mugilidae,Summer mullet
2012,3,Uhu parrot-misc._CHCR,56,53864,Oahu,CHCR,Scaridae,Uhu parrot-misc.
2013,3,Uhu parrot-misc._CHCR,58,55115,Oahu,CHCR,Scaridae,Uhu parrot-misc.
2014,3,Uhu parrot-misc._CHCR,49,56044,Oahu,CHCR,Scaridae,Uhu parrot-misc.
2015,3,Uhu parrot-misc._CHCR,42,26341,Oahu,CHCR,Scaridae,Uhu parrot-misc.
2016,3,Uhu parrot-misc._CHCR,32,17966,Oahu,CHCR,Scaridae,Uhu parrot-misc.
2012,3,Umaumalei_CHCR,18,675,Oahu,CHCR,Acanthuridae,Umaumalei
2013,3,Umaumalei_CHCR,19,1968,Oahu,CHCR,Acanthuridae,Umaumalei
2014,3,Umaumalei_CHCR,13,919,Oahu,CHCR,Acanthuridae,Umaumalei
2015,3,Umaumalei_CHCR,6,366,Oahu,CHCR,Acanthuridae,Umaumalei
2016,3,Umaumalei_CHCR,6,1098,Oahu,CHCR,Acanthuridae,Umaumalei
2013,3,Uouoa_CHCR,3,111,Oahu,CHCR,Mugilidae,Uouoa
2012,3,Weke_CHCR,4,662,Oahu,CHCR,Mullidae,Weke
2012,3,Weke a'a_CHCR,29,4924,Oahu,CHCR,Mullidae,Weke a'a
2013,3,Weke a'a_CHCR,37,3337,Oahu,CHCR,Mullidae,Weke a'a
2014,3,Weke a'a_CHCR,29,3948,Oahu,CHCR,Mullidae,Weke a'a
2015,3,Weke a'a_CHCR,20,3264,Oahu,CHCR,Mullidae,Weke a'a
2016,3,Weke a'a_CHCR,20,4789,Oahu,CHCR,Mullidae,Weke a'a
2012,3,Weke nono_CHCR,37,2971,Oahu,CHCR,Mullidae,Weke nono
2013,3,Weke nono_CHCR,37,2981,Oahu,CHCR,Mullidae,Weke nono
2014,3,Weke nono_CHCR,34,3546,Oahu,CHCR,Mullidae,Weke nono
2015,3,Weke nono_CHCR,36,2545,Oahu,CHCR,Mullidae,Weke nono
2016,3,Weke nono_CHCR,24,1615,Oahu,CHCR,Mullidae,Weke nono
2013,3,Weke pueo_CHCR,5,203,Oahu,CHCR,Mullidae,Weke pueo
2012,3,Weke ula_CHCR,47,17576,Oahu,CHCR,Mullidae,Weke ula
2013,3,Weke ula_CHCR,46,22415,Oahu,CHCR,Mullidae,Weke ula
2014,3,Weke ula_CHCR,43,40946,Oahu,CHCR,Mullidae,Weke ula
2015,3,Weke ula_CHCR,39,42632,Oahu,CHCR,Mullidae,Weke ula
2016,3,Weke ula_CHCR,33,29670,Oahu,CHCR,Mullidae,Weke ula
2012,3,Ahaaha_CHCR,14,427,Oahu,CHCR,Belonidae,Ahaaha
2013,3,Ahaaha_CHCR,16,233,Oahu,CHCR,Belonidae,Ahaaha
2014,3,Ahaaha_CHCR,26,341,Oahu,CHCR,Belonidae,Ahaaha
2015,3,Ahaaha_CHCR,13,194,Oahu,CHCR,Belonidae,Ahaaha
2016,3,Ahaaha_CHCR,11,301,Oahu,CHCR,Belonidae,Ahaaha
2012,3,Awa_CHCR,8,2165,Oahu,CHCR,Chanidae,Awa
2013,3,Awa_CHCR,9,667,Oahu,CHCR,Chanidae,Awa
2014,3,Awa_CHCR,12,1518,Oahu,CHCR,Chanidae,Awa
2015,3,Awa_CHCR,10,2068,Oahu,CHCR,Chanidae,Awa
2016,3,Awa_CHCR,6,397,Oahu,CHCR,Chanidae,Awa
2012,3,Awaawa_CHCR,18,1509,Oahu,CHCR,Elopidae,Awaawa
2013,3,Awaawa_CHCR,16,1231,Oahu,CHCR,Elopidae,Awaawa
2014,3,Awaawa_CHCR,15,689,Oahu,CHCR,Elopidae,Awaawa
2015,3,Awaawa_CHCR,10,374,Oahu,CHCR,Elopidae,Awaawa
2016,3,Awaawa_CHCR,5,336,Oahu,CHCR,Elopidae,Awaawa
2012,3,Aweoweo (deepsea)_CHCR,3,20,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea)
